 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85	Mean86	Mean87	Mean88	Mean89	Mean90	Mean91	Mean92	Mean93	Mean94	Mean95	Mean96	Mean97	Mean98	Mean99	Mean100	Mean101	Mean102	Mean103	Mean104	Mean105	Mean106	Mean107	Mean108	Mean109	Mean110	Mean111	Mean112	Mean113	Mean114	Mean115	Mean116	Mean117	Mean118	Mean119	Mean120	Mean121	Mean122	Mean123	Mean124	Mean125	Mean126	Mean127	Mean128	Mean129	Mean130	Mean131	Mean132	Mean133	Mean134	Mean135	Mean136	Mean137	Mean138	Mean139	Mean140	Mean141	Mean142	Mean143	Mean144	Mean145	Mean146	Mean147	Mean148	Mean149	Mean150	Mean151	Mean152	Mean153	Mean154	Mean155	Mean156	Mean157	Mean158	Mean159	Mean160	Mean161	Mean162	Mean163	Mean164	Mean165	Mean166	Mean167	Mean168	Mean169	Mean170	Mean171	Mean172	Mean173	Mean174	Mean175	Mean176	Mean177	Mean178	Mean179	Mean180	Mean181	Mean182	Mean183	Mean184	Mean185	Mean186	Mean187	Mean188	Mean189	Mean190	Mean191	Mean192
65	108.431	105.844	107.760	104.472	94.917	88.503	97.486	94.611	90.816	100.420	134.632	108.747	116.021	121.837	109.934	83.368	115.816	118.865	115.316	92.090	98.413	93.625	88.257	100.104	99.417	96.757	115.292	96.347	104.868	117.062	98.618	80.587	132.250	129.809	135.094	99.281	101.684	96.427	102.396	114.691	99.229	100.976	129.323	103.365	99.965	116.806	107.094	83.323	113.542	102.299	110.441	88.358	92.483	90.924	87.493	101.517	95.635	91	111.708	97.497	101.115	113.066	98.149	80.965	111.066	128.601	129.417	99.472	96.830	95.958	103.014	109.122	93.038	97.177	122.299	99.951	103.576	115.424	104.010	77.740	100.191	104.188	105.792	87.552	87.872	85.017	81.625	95.979	81.201	80.361	88.319	84.021	85.417	86.486	80.132	73.510	94.059	104.101	103.580	109.524	101.490	100.469	111.934	98.170	93.031	95.344	117.382	111.948	111.108	116.740	105.472	89.344	109.573	113.156	113.201	123.809	101.431	102.035	115.653	106.958	96.865	103.010	120.056	107.174	115.101	112.045	102.816	88.476	118.052	115.524	114.701	104.670	101.083	93.399	105.292	108.917	94.073	99.174	115.538	109.111	100.691	115.951	107.625	86.444	109.753	109.556	108.045	109.507	100.236	100.069	118.295	97.191	96.851	92.632	108.062	105.677	105.045	116.250	101.257	88.285	111	108.104	107.587	105.326	96.010	92.656	104.094	98.948	84.792	91.955	107.799	106.302	102.524	109.288	100.139	82.354	99.979	102.917	104	111.979	93.663	93.417	110.132	96.309	81.316	84.299	95.087	98.611	100.458	93.809	87.840	82.399
66	112.882	109.882	109.458	107.438	94.743	88.771	100.552	96.458	91.722	102.146	142.642	110.993	120.438	128.184	114.076	82.170	119.660	123.938	119.448	94.576	99.490	97.233	88.090	105.087	99.573	100.122	121.295	99.149	108.132	125.326	102.292	81.997	137.865	133.500	140.604	102.757	104.767	97.622	106.142	123.059	100.986	103.052	134.458	107.174	104.524	124.528	113.444	82.861	118.694	102.698	115.674	90.365	93.972	92.094	89.285	105.118	97.115	92.740	115.951	98.656	105.240	118.757	97.844	80.778	114.458	134.215	135.656	102.319	99.594	96.122	106.660	116.153	93.597	97.740	128.764	103.674	107.972	121.174	108.205	78.351	103.312	107.368	108.417	87.750	89.875	86.875	82.833	98.990	82.049	80.760	91.097	86.785	89.330	89.333	82.792	71.170	96.927	107.306	108.396	112.840	104.729	102.278	116.733	102.167	93.188	93.941	124.844	119.663	118.170	124.608	112.406	88.569	115.878	116.372	118.319	130.490	104.271	104.500	124.288	108.917	98.938	108.757	125.510	112.997	122.378	122.358	107.274	91.205	126.125	122.941	120.743	108.142	103.903	96.188	110.684	113.021	93.160	99.253	122.667	115.708	107.135	125.253	111.979	88.163	116.087	114.535	113.632	116.083	104.882	105.743	126.590	100.285	97.878	93.403	113.538	111.521	114.260	126.698	106.028	86.736	116.042	113.056	114.375	110.899	98.191	94.549	109.823	104.087	86.490	92.389	114.451	112.865	108.094	117.153	104.997	82.427	104.208	106.542	110.799	117.097	98.111	96.094	117.208	97.365	81.649	86.319	100.545	104.649	106.309	99.490	92.719	80.757
67	114.677	113.941	115.743	109.958	98.062	89.837	105.566	102.160	93.670	106.240	147.844	115.382	123.632	137.288	120.899	84.892	127.809	128.167	125.969	95.764	102.986	98.882	91.674	110.531	101.872	102.368	128.066	102.323	114.979	132.052	109.160	83.979	141.212	139.413	148.500	103.594	106.885	100.816	113.191	130.531	101.674	105.753	142.163	109.684	108.497	133.024	118.802	83.222	123.878	108.913	121.097	90.927	95.812	95.139	89.771	110.656	100.208	94.465	122.816	102.955	111.111	126.747	102.837	82.163	119.090	142.372	143.406	107.920	102.392	99.090	111.104	122.424	94.312	100.177	137.649	108.802	111.719	131.535	113.212	81.722	106.802	113.323	115.889	89.722	93.444	89.062	83.927	103.906	84.128	83.108	94.503	91.226	93.917	92.556	87.170	72.736	100.958	112.944	114.101	120.361	107.674	105.003	123.858	105.993	95.465	96.976	135.656	127.160	128.562	136.031	121.045	92.097	119.590	122.705	122.038	139.208	112.462	110.309	132.007	114.663	103.747	113.132	130.326	119.924	133.472	134.271	113.997	90.854	132.406	130.382	130.708	111.951	109.108	97.663	113.229	119.733	93.618	102.510	131.340	120.757	115.361	137.132	117.823	88.385	122.250	120.191	120.427	129.438	110.628	114.188	135.122	104.597	104.719	96.931	122.851	119.181	123.844	138.500	110.854	88.528	122.944	120.045	123.292	116.840	101.170	97.170	112.938	108.080	86.958	96.101	123.944	121.302	115.562	129.427	112.174	83.847	107.774	112.240	116.413	127.993	106.194	101.448	124.736	103.233	82.847	91.639	107.559	112.521	115.924	105.198	97.101	83.590
68	118.816	117.792	118.979	111.215	98.594	92.594	104.774	105.201	91.788	105.264	153.448	117.559	128.462	143.708	125.729	82.674	129.267	130.576	130.618	93.333	103.882	99.531	90.090	114.076	104.031	102.396	131.073	105.205	120.215	139.514	111.771	83.271	146.708	142.681	152.455	105.073	109.351	100.764	112.802	135.681	101.385	106.264	146.340	111.990	112.444	138.635	125.444	82.417	125.514	110.576	124.597	89.170	97.580	95.799	89.927	114.757	101.014	94.691	127.014	103.326	116.583	131.858	106.316	81.080	121.677	143.983	148.326	109.861	103.306	99.819	112.083	128	97.681	101.788	143.448	110.840	118.434	137.472	119.663	79.076	109.830	115.264	119.378	90.073	93.201	90.212	84.663	106.434	85.111	82.955	96.201	92.913	96.236	95.389	86.694	71.906	103.462	115.024	117.774	126	108.677	107.917	128.118	108.819	96.733	98.149	140.674	134.795	135.250	144.590	127.115	94.347	125.122	125.674	130.264	144.663	113.014	113.531	138.694	119.139	104.962	118.774	134.597	124.906	141.826	141.045	118.271	92.181	135.483	136.497	135.642	118.517	110.955	100.233	117.167	124.691	95.792	104.903	139.990	127.163	121.167	148.156	124.424	88.941	125.059	126.087	125.892	136.788	115.021	116.986	142.712	106.774	106.677	100.497	128.413	123.097	132.222	144.597	114.142	88.934	126.840	126.410	128.955	120.406	103.844	98.514	114.681	111.559	90.097	99.191	130.545	127.538	120.170	137.729	115.792	84.934	114.365	117.094	121.128	135.729	109.382	105.528	133.500	107.715	84.385	91.972	112.663	116.656	123.125	112.983	103.201	82.594
69	119.628	117.722	121.316	112.882	96.847	92.819	108.049	105.920	95.160	106.014	158.649	119.767	130.986	150.514	129.990	83.559	133.243	133.056	131.882	94.795	104.931	101.174	91.531	119.198	103.698	103.288	134.472	107.319	125.806	143.045	113.562	82.160	146.667	147.062	155.444	106.965	109.660	104.854	116.872	139.788	102.396	107.854	150.007	115.128	114.667	143.878	127.337	84.306	128.524	113.819	128.125	91.219	98.670	96.347	90.872	119.924	103.524	95.997	129.083	106.285	119.903	136.743	107.597	80.260	123.965	148.076	150.830	113.031	105.986	100.934	115.403	132.583	96.302	103.576	148.059	113.736	118.010	142.319	122.594	79.931	113.069	119.069	120.677	90.108	93.316	89.875	84.844	109.007	84.007	83.233	99.441	94.802	96.792	98.451	89.469	71.201	106.729	117.250	120.368	127.809	108.986	108.330	133.076	111.483	97.267	99.958	145.774	141.358	139.844	153.010	133.007	90.705	128.788	128.667	133.410	151.201	118.622	117.729	144.090	122.938	110.003	122.479	137.920	129.521	148	145.990	119.733	90.038	139.503	142.413	139.635	119.875	110.104	100.684	116.601	126.993	95.510	105.233	144.830	133.757	125.590	155.566	127.812	88.649	130.476	128.663	128.757	141.139	118.931	122.854	146.215	108.427	109.767	99.906	132.649	129.267	137.514	152.580	118.528	89.642	132.601	130.681	132.347	124.087	106.389	101.941	117.858	114.295	89.931	100.281	135.264	135.740	124.122	144.417	122.302	84.997	114.156	119.809	126.035	144.122	111.472	109.170	139.951	108.927	86.069	92.392	116.601	121.465	129.205	116.628	106.726	83.660
70	122.976	123.215	124.566	117.691	99.458	95.285	110.642	108.368	96.778	108.448	163.288	123.552	137.372	156.104	137.851	85.236	135.372	137.920	136.441	98.507	108.965	103.108	95.427	123.854	104.990	106.809	140.201	111.049	130.521	151.632	118.045	86.205	154.080	151.625	160.156	109.590	112.736	105.997	118.590	146.750	104.924	110.375	157.118	116.826	118.094	148.601	132.785	86.073	133.427	116.285	132.646	94.097	102.583	98.083	91.917	124.979	105.990	98.618	136.556	109.753	125.490	143.354	111.309	84.038	128.590	152.688	157.705	115.792	109.514	104.347	119.219	137.924	98.021	104.441	152.045	118.597	121.997	148.722	128.979	80.740	118.535	122.486	126.479	91.764	97.812	93.312	85.986	114.066	85.729	83.854	103.201	98.403	102.302	102.250	92.847	71.573	109.889	122.132	127.059	133.656	112.194	110.632	137.677	117.524	99.844	100.990	150.698	148.812	146.413	162.670	138.219	94.326	132.979	136.056	139.250	158.872	124.045	123.590	153.156	127.594	113.281	128.250	142.444	136.531	154.493	155.229	125.712	93.240	146.431	148.441	146.007	125.517	115.493	104.250	121.542	133.007	99.188	109.236	151.472	140.007	133.420	162.323	132.819	89.163	135.194	135.712	134.972	149.326	124.396	128.188	150.882	113.108	113.955	104.493	141.281	134.403	145.240	158.267	123.191	89.962	137.038	136.198	137.628	128.719	109.073	104.316	124.403	119.510	90.635	101.618	142.611	145.330	129.354	153.125	126.587	85.781	118.101	124.799	131.007	154.410	118.184	113.618	147.712	113.986	88.253	95.549	121.153	126.438	136.354	124.566	107.771	83.368
71	124.986	125.663	130.142	119.847	100.809	95.194	113.490	110.951	95.635	111.267	167.417	126.851	141.670	166.500	140.927	84.615	141.128	141.462	138.944	96.253	110.490	105.142	96.299	127.844	107.448	106.149	145.333	113.045	136.740	154.108	122.708	86.788	155.514	153.448	164.757	112.413	114.816	107.052	123.618	149.535	106.406	114.708	162.622	122.392	123.434	156.219	138.253	86.785	138.292	120.924	137.934	95.378	104.924	100.458	93.615	130.913	109.809	99.632	139.486	112.191	132.087	146.972	114.115	83.559	134.062	157.715	161.132	121.698	110.896	105.052	122.312	142.507	99.997	107.191	155.649	122.837	125.872	153.201	134.361	82.455	118.938	127.052	131.944	93.851	99.764	95.125	88.385	116.931	87.729	86.562	106.691	101.059	103.670	104.247	94.861	73.812	114.399	124.111	132.083	138.545	113.917	111.542	143.389	121.587	99.997	102.271	154.747	156.948	153.882	171.653	143.184	93.868	136.983	140.510	141.823	163.910	126.483	125.958	160.917	132.458	119.288	132.372	146.833	142.358	161.587	160.125	129.229	92.753	150.969	152.441	148.191	128.587	119.201	105.417	124.486	136.535	100.066	111.208	155.278	146.146	139.694	169.174	139.181	90.566	137.122	140.719	139.194	156.115	130.986	132.194	156.549	117.500	116.378	108.566	146.372	140.663	150.615	165.531	129.622	88.951	142.420	141.358	144.611	132.965	113.802	106.087	130.479	123.073	94.229	101.007	145.795	153.219	135.736	162.014	133.042	87.049	124.087	130.052	135.840	159.385	122.472	117.917	153.264	117.990	91.212	97.292	124.118	132.444	144.757	130.229	112.632	86.010
72	130.017	129.101	131.514	122.038	100.910	97.701	117.201	114.035	97.163	114.212	172.920	130.924	145.941	173.375	147.302	87.059	144.951	146.045	143.708	100.434	113.889	107.736	97.208	132.299	110.819	110.420	148.944	116.417	140.573	159.559	125.066	86.587	158.934	158.646	169.601	114.253	117.882	108.215	125.885	156.788	106.417	116.372	165.656	128.663	128.507	161.771	143.191	87.882	140.934	124.385	139.979	95.417	107.642	102.191	95.424	135.559	112.910	103.396	142.788	117.642	136.618	153.153	117.976	85.503	137.833	161.667	166.108	126.479	113.326	108.514	125.774	148.135	102.250	110.767	158.733	125.774	132.538	159.691	140.233	83.670	122.632	132.517	135.955	94.774	101.438	95.580	90.576	120.597	89.865	85.875	108.441	103.979	107.250	106.778	96.708	73.840	117.451	130.264	135.031	145.059	115.462	113.368	148.628	124.760	101.406	105.587	162.597	164.816	160.983	179.056	149.990	94.531	140.264	145.229	147.135	171.007	131.882	129.958	168.257	136.174	120.872	138.747	153.264	146.795	168.167	164.753	132.351	96.153	155.868	157.240	155.184	134.163	120.997	106.594	128.476	143.451	102.736	113.531	162.566	152.823	145.854	176.253	143.306	94.094	142.753	143.462	144.549	161.469	135.420	136.472	160.851	121.649	122.917	111.038	151.837	145.896	158.580	172.410	132.816	92.819	147.267	146.062	149.483	137.715	114.042	109.288	132.715	126.438	94.191	105.035	151.194	159.872	141.319	168.844	140.882	88.979	128.792	134.135	142.069	166.677	127.750	121.691	161.153	121.625	92.010	99.160	128.194	140.882	150.191	135.774	117.045	86.941
73	132.208	131.247	136.608	126.729	103.528	97.115	120.003	118.080	99.292	113.205	177.726	132.736	148.812	178.576	149.760	87.483	147.049	147.424	144.958	99.587	117.517	106.219	98.455	135.226	112.649	112.375	149.962	119.149	143.483	163.885	129.444	87.431	163.017	161.722	173.594	116.174	116.420	111.139	129.156	159.528	109.073	115.628	169.559	129.677	132.712	166.115	146.316	86.969	145.556	126.125	142.594	96.191	108.306	104.101	94.399	136.816	114.597	102.448	147.719	119.326	139.990	154.073	122.045	83.698	140.684	162.955	166.628	128.122	113.396	108	129.510	150.319	101.118	111.271	161.885	129.226	134.719	162.743	144.066	85.052	124.101	132.465	139.160	95.285	102.347	97.444	90.031	124.222	90.594	86.413	109.819	105.240	109.569	109.830	98.538	73.403	120.948	130.715	137.872	146.740	117.562	115.660	149.972	127.924	101.497	105.955	170.181	170.646	167.712	185.913	153.872	96.514	144.177	147.951	149.299	174.826	134.573	133.670	171.976	139.917	124.073	142.090	155.219	150.146	170.410	171.354	136.535	95.184	159.684	159.969	157.170	136.378	124.500	106.330	131.833	144.792	102.872	112.837	165.212	155.257	151.653	179.920	146.556	91.896	147.080	148.399	147	165.750	139.521	139.438	165.920	123.500	125.372	114.281	155.771	147.938	160.583	177.736	138.347	91.278	151.712	151.715	150.635	140.375	116.472	110.601	138.781	129.003	95.910	107.420	153.573	163.997	148.674	174.774	144.969	88.399	132.087	138.757	145.851	172.865	130.535	126.354	165.021	122.420	93.917	100.021	134.535	142.691	150.302	142.990	119.361	85.038
74	135.462	134.774	138.795	126.253	103.573	97.698	123.076	119.545	99.576	115.097	179.948	135.083	152.878	184.035	153.233	88.299	150.382	151.198	150.056	101.722	119.792	112.101	98.788	140.392	115.438	114.139	154.368	121.222	148.552	167.497	132.455	87.351	167.580	165.882	178.931	121.399	121.378	113.674	131.872	165.368	109.955	118.931	173.983	134.205	135.056	169.938	151.788	88.024	149.198	131.781	146.226	95.212	113.882	107.684	96.524	143.601	115.646	104.778	151.500	123.701	144.344	158.444	124.698	84.365	144.344	166.424	171.691	131.906	117.622	111.101	132.934	155.122	102.024	113.021	165.639	132.628	140.028	168.403	149.705	83.434	126.736	138.736	144.306	94.722	104.243	97.066	93.451	129.566	90.747	87.844	112.500	107.812	113.073	111.889	102.892	73.448	123.767	133.590	142.594	150.701	118.726	115.830	154.830	130.642	104.108	106.628	173.274	176.125	173.111	192.028	156.851	95.934	149.080	151.708	153.875	183	140.264	138.427	178.434	143.597	126.757	145.149	159.500	156.399	175.667	175.483	141.038	96.458	164.472	165.646	164.052	142.097	127.490	108.337	136.705	149.861	104.458	115.299	170.420	162.976	156.174	183.997	150.684	92.427	149.462	149.851	150.920	172.611	144.205	144.792	172.212	129.899	128.236	116.663	158.295	154.038	167.406	181.889	141.660	91.948	154.153	157.073	155.347	144.740	119.267	113.090	142.792	135.208	96.538	109.552	160.576	172.833	151.715	181.319	150.309	87.281	135.698	141.663	150.236	177.431	135.212	130.653	169.920	127.892	95.333	102.104	135.222	148.976	158.243	148.340	121.719	87.045
75	136.042	136.184	139.007	129.056	102.854	99.878	124.323	120.438	99.139	116.618	183.392	138.128	156.698	185.455	155.472	86.910	153.028	153.753	151.149	101.181	121.174	112.385	99.389	142.903	116.878	115.312	155.788	123.969	151.125	170.733	136.830	86.740	169.299	168.729	181.153	122.490	122.990	113.913	135.181	167.542	109.983	120.562	176.503	137.493	140.007	172.278	152.691	88.611	151.080	134.323	147.837	97.597	114.552	108.222	96.340	146.576	119.753	104.128	153.288	123.587	144.524	161.997	129.163	82.736	147.021	169.778	174.264	136.844	117.177	110.194	135.524	157.979	102.302	115	167.524	134.264	144.236	171.500	151.812	83.497	129.247	140.535	144.052	96.212	105.781	99.500	94.031	133.691	92.108	87.243	115.781	109.399	114.142	116.521	104.111	73.285	124.517	134.767	143.181	154.365	119.622	117.618	157.309	134.240	105.066	109.229	175.045	180.840	178.684	194.583	161.128	94.920	151.490	154.205	156.483	185.906	142.240	140.403	180.007	144.528	129.396	148.615	163.201	158.688	178.240	178.097	143.882	94.840	167.299	168.903	166.635	144.135	128.670	111.816	138.691	150.799	103.524	116.354	174.392	168.212	160.003	186.906	155.049	91.045	151.924	151.358	151.969	176.299	147.535	146.712	175.007	131.056	133.031	121.628	163.590	157.597	171.812	184.510	144.455	92.181	158.424	157.115	157.146	145.545	121.885	113.118	144.226	135.920	96.139	107.740	161.417	176.483	156.431	185.385	152.622	87.351	137.622	144.455	150.993	180.146	138.431	132.490	173.649	129.351	98.590	102.667	141.337	151.681	162.872	149.285	125.236	84.906
76	138.903	139.378	142.083	131.191	103.906	102.986	127.253	125.531	100.493	118.646	187.365	140.708	161.941	190.181	161.368	88.243	154.892	155.910	153	101.333	124.118	114.361	103.490	145.701	121.750	117.118	160.243	127.417	155.021	176.788	139.128	86.399	172.076	171.729	183.649	126.031	123.997	115.677	136.767	172.514	111.535	121.896	178.479	142.927	142.646	177.823	157.514	89.587	153.601	135.934	151.507	98.448	117.903	111.250	99.507	151.198	120.649	106.941	157.226	127.785	147.899	165.031	133.865	82.826	148.681	172.163	178.462	137.559	120.122	111.087	139.212	161.465	104.719	116.549	171.198	138.549	146.111	174.507	153.750	84.806	132.253	143.378	148.274	96.701	105.528	98.618	96.531	136.462	93.267	90.035	117.715	112.149	118.174	120.427	103.906	73.764	130.083	139.115	146.531	158.469	123.076	119.892	162.740	136.306	107.580	108.941	178.517	187.097	182.344	200.510	164.316	96.045	154.479	157.653	162.753	189.174	145.847	145.274	186.628	149.531	132.483	151.479	164.969	162.944	184.080	183.278	147.983	97.941	172.924	174.267	173.358	148.677	133.017	112.427	143.691	154.069	106.545	118.938	177.361	175.542	165.500	190.861	158.056	94.059	157.181	157.549	157.490	182.472	152.021	150.788	179.212	136.385	135.434	125.021	166.462	162.719	175.576	188.076	147.448	94.226	163.160	163.066	162.389	150.677	123.569	116.378	149.312	141.222	97.368	110.490	166.458	180.736	162.878	189.559	158.014	89.278	141.733	150.021	155.729	183.885	143.490	136.882	176.403	130.885	101.104	105.250	145.993	154.292	166.528	154.451	129.427	85.139
77	141.014	142.149	145.962	133.465	106.194	103.774	130.948	127.875	100.674	119.174	188.837	143.865	166.632	191.924	163.618	88.865	157.486	159.295	156.708	105.066	126.951	115.986	103.712	150.031	119.951	117.514	163.142	128.889	158.451	180.441	142.337	90.337	176.490	175.618	186.361	128.653	127.413	118.628	140.819	175.962	115.208	124.309	182.990	144.670	147.118	179.441	162.215	91.309	156.785	139.566	153.431	100.285	122.236	113.462	100.444	153.222	125.156	108.198	159.997	129.691	150.938	168.885	136.816	83.503	150.625	175.132	179.667	142.288	122.167	113.767	141.795	165.243	106.573	118.788	174.253	142.726	152.701	176.490	160.021	85.229	134.670	148.514	151.052	99.024	109.826	101.806	97.615	139.684	94.101	90.642	120.510	116.792	120.111	122.740	107.576	74.910	133.062	142.278	151.184	164.976	124.889	122.562	165.767	140.142	107.983	112.441	181.597	191.618	188.694	202.542	170.854	96.354	161.014	162.038	165.639	194.052	149.635	147.188	190.719	151.677	136.583	155.795	168.889	167.858	189.274	188.503	152.382	96.847	177.837	179.181	175.694	152.885	135.486	113.990	146.517	159.361	106.188	120.361	183.167	181.660	170.806	194.014	163.771	93.497	160.243	161.517	160.382	186.521	155.812	154.170	183.122	139.285	139.969	128.066	170.122	167.458	178.601	193.135	152.538	94.455	167.892	166.372	167.455	154.535	126.038	118.868	153.649	144.944	99.819	113.243	171.753	184.882	168.990	191.969	161.726	89.111	147.076	151.962	158.226	187.847	145.573	140.611	179.826	135.451	102.351	106.521	150.448	160.465	169.872	160.226	132.469	87.052
78	143.691	143.566	148.743	136.556	108.809	103.701	133.302	132.747	102.146	122.174	192.778	146.608	171.042	193.969	168.267	89.344	158.809	162.507	160.462	104.753	128.896	119.681	104.885	154.035	124.028	119.198	167.604	130.764	160.101	182.802	147.295	91.031	179.601	178.920	189.924	132.229	128.951	119.281	143.354	179.201	115.503	126.406	185.295	146.715	149.944	181.549	165.653	90.503	157.618	143.118	156.792	101.396	123.118	116.420	102.941	155.642	127.788	111.306	164.177	132.219	154.948	171.931	139.924	85.479	153.385	178.660	183.903	144.062	122.826	114.997	144.319	169.448	107.361	119.309	175.781	145.135	156.955	179.233	163.931	86.535	138.163	149.778	154.167	100.604	110.149	102.872	99.160	142.719	95.799	91.479	122.472	116.618	123.729	125.979	108.885	76.240	137.240	142.566	152.142	168.580	125.240	123.778	170.538	141.094	109.372	112.799	186.375	196.872	193.715	206.552	174.083	98.507	164.899	164.608	169.219	195.771	152.149	151.007	191.781	155.583	142.108	159.809	171.823	171.708	192.694	190.688	154.681	97.802	180.569	180.747	180.299	156.497	138.611	116	148.208	161.740	108.795	122.962	184.184	185.438	177.118	198.688	166.576	95.500	163.830	163.056	164.469	188.240	158.670	158.264	186.774	142.927	143.524	131.413	175.083	171.212	182.278	196.347	155.250	93.462	172.660	171.736	171.990	157.146	127.951	120.427	158.434	147.188	101.767	113.316	174.865	190.830	172.809	196.601	165.344	91.347	149.441	154.660	160.323	190.059	148.688	143.260	182.649	139.003	105.031	108.514	152.441	164.024	175.938	164.712	136.361	87.799
79	143.670	145.854	150.052	138.969	108.503	106.323	136.264	134.326	105.062	123.524	194.590	148.865	172.809	193.653	170.882	90.253	164.035	163.628	159.764	104.396	132.083	120.694	106.330	158.111	126.892	119.944	168.510	133.010	163.819	183.674	147.611	87.653	181.601	180.781	194.288	135.875	130.292	121.507	144.229	180.823	115.698	128.767	186.587	148.931	152.913	181.406	169.309	90.615	161.170	143.986	158.139	102.337	125.358	117.799	102.858	159.573	128.597	110.941	167.747	135.875	158.052	173.972	143.875	85.184	154.410	179.590	185.455	148.285	125.819	117.122	147.767	170.389	108.069	119.903	177.417	146.795	161.743	181.677	164.160	87.868	140.806	153.153	155.736	99.740	111.816	104.434	100.941	146.892	95.549	90.597	124.271	119.608	124.681	126.698	111.038	75.312	138.684	146.267	155.844	172.201	125.632	122.896	172.490	143.934	109.087	114.486	187.868	198.385	195	207.215	176.243	96.323	166.597	167.969	171.104	198.490	154.094	153.344	194.170	155.948	144.219	161.375	174.521	176.997	195.354	194.337	156.833	98.056	185.590	184.684	183.601	159.087	139.233	116.215	152.844	165.569	107.927	124.528	188.292	187.434	180.288	199.080	170.132	93.760	167.208	166.983	168.181	191.281	161.667	161.389	190.490	143.858	145.986	135.681	176.938	176.406	184.858	196.806	157.979	93.382	174.361	175.597	172.938	158.674	128.399	121.038	158.160	148.521	99.792	116.271	176.861	191.101	176.493	196.101	168.865	89.771	152.483	157.319	163.615	192.312	150.712	146.528	184.500	140.177	105.021	110.472	156	167.604	177.542	167.698	139.014	87.618
80	147.392	147.740	151.896	140.472	109.160	106.455	138.712	135.274	103.215	125.122	197.729	150.816	177.969	196.927	173.924	91.146	165.323	167.382	162.267	107.181	132.903	123.205	107.354	161.781	128.115	124.427	172.243	134.590	165.628	186.417	148.483	89.569	184.444	184.017	195.309	138.198	131.201	123.076	149.587	184.174	116.434	128.465	190	150.132	156.087	182.885	172.188	93.115	163.983	146.483	161.229	103.153	128.861	119.351	103.819	162.628	130.031	112.562	170.347	136.951	159.486	178.385	145.986	84.490	157.896	182.483	186.771	149.017	125.684	118.667	148.941	173.323	109.299	121.115	180.306	150.938	165.052	183.698	165.069	86.139	143.264	154.312	158.795	102.462	113.892	105.819	105.233	149.670	97.056	91.691	127.830	122.406	126.743	129.674	112.649	74.941	141.122	149.434	159.545	177.115	128.781	124.826	176.469	145.726	110.014	113.847	190.250	202.830	199.382	206.639	179.743	98.903	170.122	171.358	175.181	201.750	158.278	156.368	195.875	160.649	146.267	165.722	178.396	180.288	196.938	196.847	159.076	97.913	187.816	187.556	186.146	162.611	139.670	118.295	156.490	167.361	108.285	124.858	189.194	190.271	183.743	200.542	175.635	96.347	170.288	170.250	171.174	193.264	163.413	165.809	194.719	146.819	148.142	136.517	178.847	180.469	186.965	199.986	161.427	94.892	178.608	178.215	177.583	162.014	131.549	122.080	162.986	152.632	101.646	118.639	178.493	195.333	179.142	198.469	172.049	89.733	157.990	159.788	165.646	193.316	154.285	149.903	185.802	143.646	108.010	113.618	159.906	172.628	180.549	173.792	140.972	89.056
